House_ID,Location,Bedrooms,Bathrooms,Balconies,Area_sqft,Furnishing,Parking,Age_of_Property,Floor,Total_Floors,House_Type,Price_INR
H1313,Chennai,2,1,3,1397,Semi-Furnished,2,12,12,8,Independent House,11228732
H1314,Pune,1,2,2,943,Semi-Furnished,0,0,3,17,Apartment,20701735
H1315,Delhi,1,1,3,1902,Unfurnished,1,5,13,5,Apartment,19305728
H1316,Mumbai,1,3,0,808,Unfurnished,1,12,2,5,Independent House,14869981
H1317,Bangalore,5,3,2,1240,Semi-Furnished,0,10,8,16,Independent House,8536968
H1318,Coimbatore,5,2,1,1911,Semi-Furnished,1,9,1,6,Villa,16458036
H1319,Bangalore,2,4,1,2899,Furnished,2,15,9,14,Villa,16806328
H1320,Hyderabad,4,3,2,3936,Semi-Furnished,1,26,11,12,Villa,8347946
H1321,Coimbatore,2,2,3,2918,Semi-Furnished,0,25,7,6,Villa,11028595
H1322,Hyderabad,3,1,1,2547,Unfurnished,2,23,12,15,Apartment,17882616
H1323,Pune,1,1,0,1519,Semi-Furnished,1,22,10,6,Apartment,17528263
H1324,Delhi,1,2,2,2323,Unfurnished,2,19,13,19,Independent House,16988523
H1325,Pune,1,2,0,2644,Semi-Furnished,0,16,12,15,Villa,4613119
H1326,Chennai,2,3,2,1018,Semi-Furnished,1,16,11,15,Villa,18582272
H1327,Chennai,2,1,1,2349,Semi-Furnished,2,3,4,14,Villa,18783529
H1328,Pune,1,2,3,3442,Furnished,2,4,3,14,Apartment,14453283
H1329,Delhi,2,1,2,3882,Unfurnished,1,27,6,12,Independent House,22957294
H1330,Pune,5,2,2,1988,Furnished,2,22,9,16,Apartment,5896850
H1331,Delhi,5,1,0,1699,Semi-Furnished,2,13,9,10,Independent House,20484026
H1332,Delhi,2,4,1,3992,Furnished,0,19,4,16,Independent House,22046116
H1333,Kolkata,1,3,0,3372,Unfurnished,0,9,10,15,Apartment,16736561
H1334,Coimbatore,2,1,1,3080,Semi-Furnished,0,13,5,8,Apartment,6407227
H1335,Mumbai,2,4,0,2756,Furnished,0,27,11,7,Independent House,4440322
H1336,Delhi,2,1,2,3288,Furnished,0,0,13,5,Apartment,10816053
H1337,Hyderabad,3,1,0,2145,Unfurnished,0,10,9,15,Apartment,9996574
H1338,Delhi,5,4,3,1670,Furnished,1,25,2,7,Independent House,23164707
H1339,Delhi,4,1,1,3026,Unfurnished,0,22,2,16,Independent House,10065905
H1340,Delhi,4,1,1,2450,Semi-Furnished,2,17,5,18,Villa,4289608
H1341,Kolkata,3,3,2,1719,Semi-Furnished,1,15,1,13,Apartment,10594514
H1342,Coimbatore,2,4,1,1557,Furnished,2,28,8,9,Independent House,19717193
H1343,Kolkata,3,4,3,702,Semi-Furnished,0,26,5,17,Apartment,18888000
H1344,Chennai,3,2,0,3539,Semi-Furnished,0,17,12,10,Apartment,6379932
H1345,Kolkata,1,1,2,3501,Furnished,2,7,10,9,Independent House,7483594
H1346,Hyderabad,5,3,3,1769,Semi-Furnished,2,27,2,5,Villa,19037613
H1347,Hyderabad,4,1,1,2503,Furnished,2,9,12,14,Independent House,22581598
H1348,Kolkata,2,1,1,3698,Unfurnished,1,25,9,5,Independent House,18016937
H1349,Coimbatore,4,2,3,2355,Unfurnished,0,9,2,8,Apartment,10331700
H1350,Pune,4,1,0,3177,Unfurnished,2,4,7,19,Villa,4479631
H1351,Mumbai,5,3,0,1278,Furnished,0,9,8,7,Independent House,6383143
H1352,Coimbatore,4,3,2,2568,Furnished,2,17,14,15,Apartment,16308927
H1353,Kolkata,4,2,1,1588,Semi-Furnished,0,20,6,12,Independent House,16220542
H1354,Delhi,3,1,3,1705,Semi-Furnished,1,23,14,16,Apartment,16339638
H1355,Bangalore,5,3,0,3075,Semi-Furnished,0,5,11,16,Independent House,19052344
H1356,Mumbai,1,1,2,2207,Semi-Furnished,2,2,7,11,Villa,13932518
H1357,Mumbai,2,1,1,3469,Semi-Furnished,0,7,11,19,Independent House,9115570
H1358,Hyderabad,4,1,1,2102,Furnished,1,29,1,15,Apartment,12650382
H1359,Mumbai,2,2,2,2389,Furnished,1,8,4,19,Independent House,10571309
H1360,Kolkata,1,1,2,1785,Unfurnished,0,4,13,11,Villa,16438496
H1361,Delhi,2,3,0,1531,Unfurnished,2,28,7,19,Villa,6851804
H1362,Delhi,1,1,3,2025,Unfurnished,1,1,1,12,Villa,22208428
H1363,Chennai,3,3,1,1661,Unfurnished,1,1,13,18,Villa,9435922
H1364,Delhi,4,1,3,2578,Furnished,0,6,1,14,Apartment,9860334
H1365,Coimbatore,1,3,1,3158,Furnished,1,16,11,11,Independent House,9522115
H1366,Delhi,2,3,1,3040,Furnished,1,9,6,14,Villa,11137364
H1367,Hyderabad,4,1,3,2642,Semi-Furnished,2,11,4,6,Independent House,12850398
H1368,Delhi,3,1,2,3360,Semi-Furnished,2,1,3,8,Apartment,15060514
H1369,Chennai,4,3,0,3141,Unfurnished,2,9,12,19,Independent House,12079135
H1370,Bangalore,1,4,1,3871,Semi-Furnished,0,19,5,15,Independent House,17670563
H1371,Kolkata,3,2,2,1878,Furnished,1,0,9,10,Villa,8495844
H1372,Hyderabad,2,4,1,1802,Unfurnished,0,3,10,7,Villa,3920056
H1373,Coimbatore,3,4,0,3194,Unfurnished,1,12,10,19,Apartment,3214185
H1374,Bangalore,3,1,1,1193,Semi-Furnished,1,11,12,7,Independent House,3170411
H1375,Hyderabad,5,2,0,3036,Unfurnished,1,10,14,19,Apartment,19631775
H1376,Pune,3,4,0,2021,Semi-Furnished,2,28,14,10,Apartment,13794773
H1377,Mumbai,3,1,1,2805,Semi-Furnished,0,9,12,5,Apartment,13598297
H1378,Pune,4,4,1,1627,Unfurnished,0,14,11,18,Villa,16707994
H1379,Delhi,2,4,0,2814,Semi-Furnished,1,4,10,5,Villa,16055330
H1380,Bangalore,4,1,2,1559,Semi-Furnished,0,24,3,9,Independent House,16687930
H1381,Delhi,4,1,3,3056,Semi-Furnished,2,16,5,5,Independent House,21736849
H1382,Mumbai,1,1,0,3875,Semi-Furnished,0,27,10,14,Independent House,12519670
H1383,Hyderabad,4,2,1,2841,Unfurnished,1,4,5,12,Villa,7310041
H1384,Mumbai,5,4,1,2882,Furnished,2,1,9,6,Villa,19037120
H1385,Chennai,5,1,2,3365,Furnished,2,8,11,10,Apartment,10984749
H1386,Mumbai,1,3,3,1773,Semi-Furnished,1,5,12,14,Villa,24183262
H1387,Chennai,2,4,0,3830,Semi-Furnished,0,17,10,14,Apartment,12924734
H1388,Mumbai,2,3,0,3950,Semi-Furnished,1,13,11,9,Apartment,4491992
H1389,Kolkata,4,2,3,1415,Furnished,0,18,4,14,Villa,14699051
H1390,Chennai,4,1,0,1003,Semi-Furnished,0,13,1,16,Apartment,23181634
H1391,Bangalore,4,3,3,1492,Unfurnished,2,7,10,16,Apartment,20205553
H1392,Delhi,2,2,1,3325,Unfurnished,1,16,5,8,Independent House,14210548
H1393,Coimbatore,3,1,3,3982,Unfurnished,2,27,1,5,Apartment,9837388
H1394,Delhi,5,3,0,667,Furnished,1,2,6,18,Villa,12401481
H1395,Pune,3,3,3,687,Semi-Furnished,1,28,12,18,Villa,20140512
H1396,Delhi,3,2,2,2864,Semi-Furnished,2,9,10,7,Apartment,5419144
H1397,Hyderabad,2,1,1,2648,Semi-Furnished,1,16,10,17,Independent House,12043086
H1398,Kolkata,3,1,1,1758,Furnished,1,26,7,16,Villa,16146038
H1399,Mumbai,1,3,3,2320,Furnished,0,10,1,8,Villa,17302950
H1400,Pune,4,3,0,1974,Furnished,1,7,10,6,Independent House,20617783
H1401,Hyderabad,1,3,2,2787,Furnished,1,0,4,16,Apartment,23278969
H1402,Hyderabad,5,1,1,3265,Unfurnished,2,12,9,6,Villa,5040765
H1403,Chennai,4,2,1,2780,Furnished,2,20,13,6,Apartment,15706113
H1404,Delhi,3,2,0,2243,Furnished,1,3,1,15,Apartment,21506501
H1405,Bangalore,5,1,0,777,Furnished,0,6,9,5,Apartment,12173220
H1406,Coimbatore,4,4,2,3457,Semi-Furnished,0,13,8,14,Apartment,22481892
H1407,Bangalore,3,2,3,1981,Semi-Furnished,2,4,5,6,Villa,6027781
H1408,Pune,1,3,0,3027,Semi-Furnished,1,23,6,10,Independent House,8880889
H1409,Kolkata,4,4,3,1507,Unfurnished,1,27,7,7,Villa,20163996
H1410,Bangalore,3,4,2,3305,Unfurnished,0,29,4,14,Independent House,6409334
H1411,Mumbai,1,2,3,3097,Furnished,0,10,14,9,Apartment,1595856
H1412,Bangalore,5,4,1,1185,Semi-Furnished,0,16,14,5,Independent House,12410237
H1413,Pune,5,4,3,3110,Unfurnished,2,4,6,12,Apartment,9552546
H1414,Coimbatore,5,2,2,1589,Semi-Furnished,1,19,7,17,Villa,19069755
H1415,Bangalore,5,2,2,1731,Unfurnished,2,2,11,8,Villa,23293513
H1416,Mumbai,2,4,2,2769,Unfurnished,1,4,6,13,Independent House,22679266
H1417,Chennai,4,3,3,2664,Furnished,2,25,11,8,Apartment,20016420
H1418,Kolkata,4,1,1,1819,Furnished,1,14,13,18,Apartment,11362008
H1419,Pune,2,4,0,2974,Unfurnished,0,18,12,19,Independent House,24544265
H1420,Chennai,3,4,1,917,Furnished,0,15,6,19,Apartment,15562397
H1421,Chennai,3,3,3,3456,Unfurnished,0,7,2,19,Apartment,12766745
H1422,Chennai,5,4,3,2102,Unfurnished,2,12,5,6,Apartment,4335512
H1423,Hyderabad,1,4,0,2634,Semi-Furnished,0,15,3,7,Villa,18925647
H1424,Kolkata,3,1,3,3923,Furnished,1,2,7,9,Villa,24196704
H1425,Coimbatore,1,1,2,2642,Furnished,2,0,4,16,Villa,13268165
H1426,Delhi,4,1,2,1102,Furnished,1,8,1,14,Apartment,2305064
H1427,Kolkata,1,2,2,2622,Semi-Furnished,2,8,12,19,Villa,18551460
H1428,Hyderabad,4,2,2,718,Semi-Furnished,1,21,12,17,Apartment,13344410
H1429,Delhi,2,1,2,1309,Semi-Furnished,1,25,6,17,Apartment,14018701
H1430,Kolkata,2,1,3,644,Furnished,2,16,6,18,Independent House,3805129
H1431,Chennai,5,2,0,913,Furnished,2,23,7,10,Apartment,10357700
H1432,Pune,3,3,0,3850,Furnished,0,1,11,11,Villa,18356160
H1433,Delhi,5,4,2,1017,Semi-Furnished,0,8,8,8,Villa,12429816
H1434,Mumbai,4,4,3,3203,Semi-Furnished,1,29,3,11,Apartment,11874057
H1435,Mumbai,5,1,1,1701,Unfurnished,1,23,14,19,Villa,20261756
H1436,Bangalore,1,3,1,925,Semi-Furnished,1,18,6,14,Apartment,23087449
H1437,Delhi,4,2,3,2039,Unfurnished,2,12,10,7,Independent House,9461240
H1438,Pune,2,1,2,2586,Furnished,2,4,2,11,Apartment,23390485
H1439,Coimbatore,3,3,0,3162,Semi-Furnished,0,8,13,8,Apartment,15698138
H1440,Hyderabad,4,3,3,2861,Furnished,1,12,14,17,Independent House,10933341
H1441,Chennai,4,3,1,673,Furnished,0,0,9,17,Villa,9730798
H1442,Bangalore,1,2,1,2202,Furnished,2,24,2,12,Independent House,20002147
H1443,Mumbai,3,2,1,1108,Furnished,2,14,3,13,Independent House,5964165
H1444,Hyderabad,2,4,2,2979,Semi-Furnished,2,3,12,11,Apartment,19535731
H1445,Hyderabad,4,4,1,3764,Furnished,0,3,13,12,Apartment,9050576
H1446,Chennai,4,3,3,1287,Unfurnished,2,19,10,12,Independent House,23059830
H1447,Coimbatore,1,3,3,1256,Semi-Furnished,1,9,12,6,Villa,3781892
H1448,Coimbatore,5,2,1,2142,Furnished,0,27,12,13,Independent House,17280285
H1449,Delhi,2,4,3,1892,Semi-Furnished,2,24,2,10,Villa,2315982
H1450,Mumbai,3,3,1,1999,Unfurnished,0,29,9,15,Independent House,22950887
H1451,Coimbatore,4,4,1,3675,Furnished,0,5,1,8,Independent House,8356612
H1452,Pune,4,4,0,3809,Unfurnished,2,26,5,19,Villa,11035223
H1453,Coimbatore,2,3,2,3902,Furnished,2,23,1,9,Independent House,4823180
H1454,Hyderabad,5,2,2,3247,Unfurnished,0,11,5,14,Apartment,9238976
H1455,Chennai,4,3,0,2152,Furnished,0,29,8,9,Independent House,13329280
H1456,Pune,2,3,0,1675,Semi-Furnished,2,19,8,11,Apartment,19860966
H1457,Delhi,1,4,2,924,Furnished,1,15,11,18,Villa,21895774
H1458,Mumbai,5,3,1,1591,Semi-Furnished,0,2,8,13,Villa,21623925
H1459,Delhi,3,2,1,2593,Furnished,0,13,2,11,Apartment,16358372
H1460,Hyderabad,4,3,2,1316,Furnished,1,0,8,13,Independent House,20144756
H1461,Pune,2,2,1,3370,Unfurnished,2,9,12,8,Apartment,11049949
H1462,Pune,1,2,0,876,Unfurnished,2,14,5,14,Apartment,3566776
H1463,Pune,3,4,1,3183,Unfurnished,1,6,1,18,Villa,2833809
H1464,Hyderabad,2,1,1,751,Furnished,2,3,7,14,Apartment,22920678
H1465,Hyderabad,2,1,3,1554,Furnished,2,13,13,8,Independent House,22392277
H1466,Delhi,3,4,3,2106,Furnished,0,23,6,10,Apartment,23029393
H1467,Bangalore,1,3,3,858,Semi-Furnished,0,15,5,12,Villa,4586395
H1468,Delhi,1,4,1,2971,Semi-Furnished,0,13,1,18,Independent House,19576114
H1469,Mumbai,5,2,2,3664,Furnished,1,2,14,13,Villa,22722003
H1470,Chennai,4,1,0,1468,Unfurnished,2,16,14,5,Apartment,14085350
H1471,Pune,3,4,1,1791,Unfurnished,2,20,1,5,Apartment,24923911
H1472,Bangalore,3,3,2,1287,Unfurnished,0,13,6,17,Villa,24225818
H1473,Chennai,3,4,1,909,Furnished,0,17,10,12,Villa,14548305
H1474,Bangalore,1,1,0,3450,Unfurnished,1,2,12,15,Independent House,15279543
H1475,Coimbatore,4,4,1,2102,Furnished,2,29,7,11,Villa,10689066
H1476,Coimbatore,5,4,0,3727,Semi-Furnished,1,21,10,13,Villa,19708104
H1477,Kolkata,2,1,1,3267,Unfurnished,2,18,10,15,Apartment,3386006
H1478,Coimbatore,2,2,0,1072,Semi-Furnished,1,2,1,7,Apartment,9357983
H1479,Delhi,3,2,1,3967,Unfurnished,0,11,9,14,Villa,10861856
H1480,Coimbatore,4,1,0,3108,Furnished,1,21,4,16,Villa,20425407
H1481,Hyderabad,1,4,3,3995,Furnished,1,4,5,9,Apartment,9318420
H1482,Pune,4,1,1,1413,Furnished,0,9,2,7,Independent House,2189963
H1483,Delhi,4,2,1,1445,Furnished,2,8,14,19,Independent House,23466782
H1484,Chennai,1,3,2,1764,Unfurnished,2,0,12,9,Independent House,17165281
H1485,Kolkata,3,4,2,1266,Semi-Furnished,0,12,10,14,Independent House,8676340
H1486,Kolkata,4,2,0,2909,Furnished,1,2,13,5,Apartment,2533687
H1487,Kolkata,2,4,1,2408,Unfurnished,1,18,8,18,Villa,24974993
H1488,Chennai,1,1,0,2043,Semi-Furnished,1,10,14,15,Independent House,4876848
H1489,Chennai,5,3,3,2367,Furnished,2,15,2,8,Apartment,10465043
H1490,Chennai,3,1,2,1864,Semi-Furnished,1,5,3,10,Villa,16750786
H1491,Chennai,1,3,0,954,Furnished,2,23,12,6,Independent House,2575091
H1492,Kolkata,5,4,0,2472,Semi-Furnished,1,2,9,17,Villa,24102385
H1493,Kolkata,5,4,2,2624,Semi-Furnished,0,18,2,11,Independent House,3568051
H1494,Bangalore,4,1,1,3417,Furnished,0,5,14,12,Villa,21088125
H1495,Delhi,4,3,0,779,Unfurnished,2,7,6,5,Independent House,17114528
H1496,Pune,4,3,2,665,Semi-Furnished,2,21,12,17,Independent House,17600375
H1497,Coimbatore,1,4,1,1419,Furnished,0,12,4,8,Villa,16130830
H1498,Coimbatore,1,1,3,1971,Semi-Furnished,0,11,7,15,Villa,7575090
H1499,Hyderabad,3,3,2,770,Semi-Furnished,1,29,14,8,Villa,17914941
H1500,Kolkata,4,4,0,3121,Unfurnished,0,9,14,17,Apartment,14572985
H1501,Hyderabad,5,2,3,3181,Semi-Furnished,2,2,6,9,Apartment,2389515
H1502,Delhi,2,1,1,1990,Semi-Furnished,0,3,10,18,Villa,9274203
H1503,Delhi,3,2,1,1730,Furnished,2,0,14,16,Apartment,24778309
H1504,Hyderabad,1,1,2,3086,Furnished,2,12,9,16,Independent House,21741996
H1505,Kolkata,3,4,2,1434,Unfurnished,1,23,14,8,Villa,3005859
H1506,Hyderabad,3,3,2,826,Semi-Furnished,1,3,9,13,Apartment,19774704
H1507,Coimbatore,3,3,1,1041,Semi-Furnished,1,21,10,11,Villa,10769088
H1508,Bangalore,3,3,3,3043,Semi-Furnished,1,10,4,17,Independent House,11144932
H1509,Coimbatore,2,1,1,1327,Unfurnished,0,18,1,6,Independent House,16427451
H1510,Mumbai,4,4,0,2204,Semi-Furnished,1,10,2,5,Apartment,21044575
H1511,Kolkata,5,2,1,2731,Furnished,0,11,8,13,Independent House,4299703
H1512,Kolkata,3,4,0,1636,Unfurnished,1,10,14,5,Villa,22243632
H1513,Pune,3,2,3,2432,Furnished,1,5,10,10,Apartment,19747782
H1514,Chennai,3,1,2,2448,Furnished,2,11,8,19,Villa,2151631
H1515,Mumbai,4,1,2,3340,Unfurnished,0,26,14,19,Villa,7276295
H1516,Delhi,1,2,1,1092,Furnished,2,8,2,6,Villa,3312146
H1517,Kolkata,1,2,2,3939,Semi-Furnished,1,24,4,8,Independent House,9333354
H1518,Hyderabad,2,2,3,2148,Unfurnished,0,9,1,10,Villa,2367595
H1519,Mumbai,1,4,2,1743,Furnished,1,2,7,9,Independent House,6599015
H1520,Pune,3,2,1,1569,Semi-Furnished,2,2,4,15,Villa,7368992
H1521,Delhi,3,1,3,3000,Semi-Furnished,0,19,11,10,Independent House,24083048
H1522,Chennai,3,1,0,3728,Furnished,2,27,14,7,Independent House,20431163
H1523,Chennai,2,3,1,2687,Semi-Furnished,1,22,8,9,Independent House,18964909
H1524,Pune,3,2,0,1239,Unfurnished,1,15,9,6,Villa,13278956
H1525,Pune,1,4,3,772,Furnished,1,2,12,11,Villa,4681807
H1526,Hyderabad,4,4,1,2170,Semi-Furnished,0,9,9,7,Independent House,7291427
H1527,Kolkata,4,4,1,858,Semi-Furnished,2,23,3,5,Villa,1788715
H1528,Chennai,5,3,3,1116,Furnished,2,10,5,18,Independent House,1770153
H1529,Delhi,1,1,2,3377,Furnished,1,7,6,12,Villa,8950242
H1530,Mumbai,3,4,1,1122,Furnished,2,5,6,12,Independent House,1800374
H1531,Delhi,4,1,1,2517,Furnished,0,19,10,7,Independent House,2659940
H1532,Bangalore,1,3,0,3486,Unfurnished,1,10,8,17,Apartment,2866769
H1533,Bangalore,4,2,2,2764,Furnished,1,27,6,11,Villa,5031145
H1534,Pune,3,2,0,2831,Unfurnished,1,26,6,13,Villa,20755978
H1535,Hyderabad,4,2,0,2529,Unfurnished,0,20,4,12,Apartment,6337645
H1536,Bangalore,5,4,2,1739,Furnished,1,11,7,7,Independent House,7176411
H1537,Chennai,5,2,2,2809,Unfurnished,1,15,14,19,Independent House,8672906
H1538,Delhi,4,4,3,3190,Furnished,1,17,14,17,Apartment,6513531
H1539,Delhi,1,3,2,3908,Furnished,1,12,8,6,Apartment,2138100
H1540,Pune,1,3,1,1438,Semi-Furnished,2,21,3,17,Independent House,20675703
H1541,Kolkata,1,4,2,1689,Furnished,1,2,7,14,Villa,14268437
H1542,Kolkata,4,1,3,1693,Semi-Furnished,0,14,3,11,Apartment,4658181
H1543,Mumbai,1,2,3,3094,Unfurnished,1,21,8,11,Apartment,6863728
H1544,Pune,3,2,3,3063,Semi-Furnished,1,27,1,13,Apartment,23963637
H1545,Coimbatore,5,2,2,3179,Unfurnished,2,20,1,9,Apartment,15049906
H1546,Mumbai,3,4,2,3088,Furnished,1,13,14,8,Apartment,6268585
H1547,Coimbatore,1,3,0,3385,Unfurnished,2,17,6,12,Apartment,5018652
H1548,Kolkata,3,2,0,2569,Unfurnished,0,27,10,18,Independent House,8314780
H1549,Pune,1,3,1,3111,Furnished,2,28,9,8,Independent House,16688261
H1550,Coimbatore,4,2,0,3043,Unfurnished,1,13,12,8,Apartment,2722465
H1551,Pune,3,2,1,3358,Furnished,0,4,14,16,Independent House,3530624
H1552,Pune,4,4,3,2174,Semi-Furnished,1,20,4,18,Villa,5356798
H1553,Kolkata,4,1,0,2180,Furnished,2,13,6,16,Villa,18852303
H1554,Mumbai,2,4,2,3042,Furnished,0,24,12,6,Apartment,24629636
H1555,Mumbai,1,2,0,2973,Unfurnished,0,26,5,17,Villa,21625166
H1556,Pune,5,2,1,1714,Semi-Furnished,2,7,12,19,Villa,3956675
H1557,Bangalore,1,1,0,1349,Furnished,2,27,1,5,Independent House,9555830
H1558,Hyderabad,5,3,3,1693,Semi-Furnished,0,27,6,8,Independent House,13668611
H1559,Kolkata,1,3,2,1789,Semi-Furnished,0,22,9,11,Independent House,12980487
H1560,Hyderabad,4,2,1,3289,Unfurnished,2,14,12,16,Independent House,14611001
H1561,Hyderabad,3,3,2,2861,Furnished,1,27,3,13,Villa,21200944
H1562,Mumbai,3,2,2,2475,Unfurnished,0,28,11,13,Apartment,24401006
H1563,Mumbai,2,1,1,2387,Furnished,2,14,3,16,Independent House,4262660
H1564,Bangalore,5,1,2,3016,Semi-Furnished,1,29,14,14,Villa,8952396
H1565,Hyderabad,5,2,2,2207,Furnished,0,18,2,19,Independent House,24537648
H1566,Hyderabad,5,1,0,648,Furnished,0,25,13,5,Villa,4799280
H1567,Pune,4,4,2,1675,Semi-Furnished,2,19,4,9,Independent House,20393005
H1568,Mumbai,5,4,2,1912,Semi-Furnished,1,5,10,11,Apartment,18059693
H1569,Hyderabad,3,1,2,2249,Furnished,0,18,3,17,Independent House,6318529
H1570,Delhi,4,2,2,3910,Unfurnished,1,26,12,11,Apartment,8797881
H1571,Bangalore,1,2,1,2780,Furnished,1,24,2,14,Independent House,6012620
H1572,Coimbatore,5,1,3,3646,Semi-Furnished,0,7,1,10,Independent House,19351229
H1573,Delhi,5,3,0,3433,Unfurnished,1,5,3,15,Independent House,13435701
H1574,Delhi,1,4,2,1789,Semi-Furnished,0,19,10,14,Villa,13442223
H1575,Coimbatore,5,3,2,1997,Semi-Furnished,1,22,6,8,Villa,14579133
H1576,Kolkata,1,2,1,3020,Unfurnished,0,28,9,7,Apartment,2201477
H1577,Kolkata,4,2,3,2428,Semi-Furnished,2,14,11,16,Apartment,19735287
H1578,Bangalore,3,3,2,1078,Semi-Furnished,0,26,5,17,Villa,24375363
H1579,Delhi,1,1,1,1431,Semi-Furnished,0,2,3,13,Apartment,18508098
H1580,Hyderabad,2,3,0,3297,Semi-Furnished,0,9,14,19,Apartment,24442403
H1581,Mumbai,1,3,0,2214,Semi-Furnished,1,14,5,16,Villa,10364721
H1582,Bangalore,5,4,2,1281,Semi-Furnished,2,23,5,17,Villa,3625786
H1583,Pune,4,4,2,3335,Semi-Furnished,1,15,5,14,Villa,11869448
H1584,Coimbatore,4,3,3,1923,Semi-Furnished,1,16,12,8,Villa,16584106
H1585,Delhi,1,3,3,681,Semi-Furnished,0,18,12,12,Independent House,23869061
H1586,Bangalore,3,2,2,686,Furnished,1,10,7,17,Villa,16685405
H1587,Chennai,2,4,1,2872,Furnished,0,15,5,5,Apartment,20682287
H1588,Chennai,4,4,3,2663,Semi-Furnished,2,4,7,11,Independent House,17617330
H1589,Kolkata,5,2,2,1421,Furnished,1,4,9,16,Independent House,24682762
H1590,Coimbatore,5,1,3,762,Unfurnished,1,25,5,10,Apartment,19332590
H1591,Mumbai,3,4,2,3161,Furnished,1,13,2,17,Independent House,2008377
H1592,Hyderabad,4,4,0,2997,Semi-Furnished,0,17,5,16,Apartment,20833687
H1593,Mumbai,1,1,2,2532,Semi-Furnished,0,25,8,5,Independent House,3150024
H1594,Mumbai,5,4,0,3328,Furnished,1,7,12,19,Independent House,21500695
H1595,Mumbai,3,4,3,2450,Semi-Furnished,1,4,4,8,Apartment,10071090
H1596,Coimbatore,4,1,2,2460,Unfurnished,2,6,2,16,Apartment,24567826
H1597,Mumbai,4,1,3,1715,Unfurnished,2,15,10,19,Apartment,15442679
H1598,Pune,4,3,0,2828,Semi-Furnished,2,22,3,18,Apartment,11949977
H1599,Coimbatore,4,2,2,3390,Unfurnished,2,13,9,9,Villa,24940456
H1600,Pune,4,2,3,3972,Unfurnished,2,4,9,15,Villa,18641974
H1601,Coimbatore,5,1,0,3307,Furnished,0,23,8,12,Apartment,20245278
H1602,Kolkata,3,1,3,3860,Unfurnished,2,8,8,19,Villa,21063592
H1603,Bangalore,4,4,1,2482,Furnished,2,3,8,8,Apartment,19798126
H1604,Chennai,2,3,0,3985,Semi-Furnished,1,3,8,7,Apartment,24129874
H1605,Mumbai,2,3,0,3140,Furnished,0,15,8,6,Independent House,17530049
H1606,Kolkata,3,1,0,1522,Semi-Furnished,2,23,1,8,Apartment,7313481
H1607,Bangalore,1,4,2,2775,Semi-Furnished,2,16,6,15,Apartment,8884382
H1608,Chennai,1,4,2,2049,Semi-Furnished,2,14,12,14,Apartment,22318544
H1609,Delhi,1,2,2,2182,Semi-Furnished,1,3,9,18,Apartment,9612499
H1610,Hyderabad,2,2,1,1164,Semi-Furnished,1,5,8,17,Independent House,19091572
H1611,Pune,1,4,1,3858,Furnished,1,15,3,8,Apartment,8660481
H1612,Delhi,5,2,0,3197,Semi-Furnished,2,28,11,17,Independent House,14986834
H1613,Coimbatore,4,1,1,3100,Unfurnished,1,3,1,14,Apartment,19439536
H1614,Chennai,2,4,3,1070,Unfurnished,2,5,2,9,Independent House,20606113
H1615,Delhi,3,2,0,1587,Semi-Furnished,0,4,11,17,Villa,18494738
H1616,Hyderabad,3,3,0,3385,Unfurnished,2,15,2,11,Independent House,15319785
H1617,Kolkata,4,4,3,2534,Furnished,1,29,7,13,Independent House,24403076
H1618,Chennai,2,4,0,823,Furnished,0,24,12,6,Apartment,5366692
H1619,Delhi,1,3,1,2801,Semi-Furnished,2,15,6,9,Independent House,8457111
H1620,Pune,1,1,2,3207,Semi-Furnished,0,9,11,15,Independent House,4652502
H1621,Pune,5,3,3,950,Semi-Furnished,0,8,2,14,Apartment,14082091
H1622,Bangalore,5,4,1,3818,Unfurnished,0,3,8,13,Villa,19993342
H1623,Delhi,1,1,3,2528,Unfurnished,2,28,9,16,Villa,6118806
H1624,Mumbai,3,2,3,948,Furnished,1,13,7,18,Villa,20057477
H1625,Delhi,3,2,0,781,Unfurnished,2,3,4,17,Independent House,18240594
H1626,Kolkata,5,2,0,1236,Furnished,1,11,13,7,Apartment,1728552
H1627,Chennai,4,4,1,1617,Unfurnished,2,23,13,5,Villa,12582475
H1628,Chennai,1,3,3,2826,Furnished,2,9,1,6,Villa,24656185
H1629,Kolkata,5,1,0,3710,Semi-Furnished,2,3,4,18,Villa,7069038
H1630,Delhi,5,2,0,1371,Unfurnished,1,17,4,10,Villa,2251247
H1631,Kolkata,1,1,3,3541,Furnished,2,12,8,9,Apartment,23313208
H1632,Hyderabad,1,4,1,3674,Unfurnished,0,12,4,5,Villa,3332413
H1633,Coimbatore,3,2,1,1615,Semi-Furnished,2,13,4,5,Independent House,5419668
H1634,Kolkata,4,4,3,2711,Furnished,0,17,13,15,Independent House,4835430
H1635,Pune,4,3,1,628,Unfurnished,1,0,2,8,Apartment,1746968
H1636,Kolkata,1,4,0,3019,Unfurnished,1,20,12,16,Villa,16009110
H1637,Chennai,2,4,3,2744,Semi-Furnished,2,15,10,19,Villa,3528851
H1638,Pune,5,3,0,2493,Semi-Furnished,2,14,7,8,Independent House,4435299
H1639,Chennai,5,1,2,2065,Furnished,2,21,4,19,Apartment,13041802
H1640,Bangalore,1,3,2,1826,Unfurnished,0,24,11,10,Independent House,11719047
H1641,Mumbai,2,3,1,3640,Unfurnished,1,4,6,10,Apartment,2304069
